open,high,low,close,volume,adj_high,adj_low,adj_close,adj_open,adj_volume,split_factor,dividend,symbol,exchange,date
0.0,0.0,0.0,895.0,9546.0,,,895.0,,,1.0,0.0,FEVR.L,XLON,2025-09-22T00:00:00+0000
911.0,931.0,889.0,892.0,456087.0,,,892.0,,,1.0,0.0,FEVR.L,XLON,2025-09-19T00:00:00+0000
0.0,0.0,0.0,908.0,875.0,,,908.0,,,1.0,0.0,FEVR.L,XLON,2025-09-18T00:00:00+0000
0.0,0.0,0.0,916.0,846.0,,,916.0,,,1.0,0.0,FEVR.L,XLON,2025-09-17T00:00:00+0000
0.0,0.0,0.0,884.0,89390.0,,,884.0,,,1.0,0.0,FEVR.L,XLON,2025-09-16T00:00:00+0000
909.0,926.0,893.0,915.0,666961.0,,,915.0,,,1.0,0.0,FEVR.L,XLON,2025-09-15T00:00:00+0000
875.0,907.0,861.0,904.0,551960.0,,,904.0,,,1.0,0.0,FEVR.L,XLON,2025-09-12T00:00:00+0000
0.0,0.0,0.0,872.0,4.0,,,872.0,,,1.0,0.0,FEVR.L,XLON,2025-09-11T00:00:00+0000
0.0,0.0,0.0,775.0,12.0,,,775.0,,,1.0,0.0,FEVR.L,XLON,2025-09-10T00:00:00+0000
0.0,0.0,0.0,781.0,27985.0,,,781.0,,,1.0,0.0,FEVR.L,XLON,2025-09-09T00:00:00+0000
0.0,0.0,0.0,785.0,400.0,,,785.0,,,1.0,0.0,FEVR.L,XLON,2025-09-08T00:00:00+0000
795.0,800.5,779.0,794.0,303422.0,,,794.0,,,1.0,0.0,FEVR.L,XLON,2025-09-05T00:00:00+0000
0.0,0.0,0.0,787.0,127008.0,,,787.0,,,1.0,0.0,FEVR.L,XLON,2025-09-04T00:00:00+0000
0.0,0.0,0.0,784.0,24.0,,,784.0,,,1.0,0.0,FEVR.L,XLON,2025-09-03T00:00:00+0000
0.0,0.0,0.0,779.0,826.0,,,779.0,,,1.0,0.0,FEVR.L,XLON,2025-09-02T00:00:00+0000
0.0,0.0,0.0,794.0,1542.0,,,794.0,,,1.0,0.0,FEVR.L,XLON,2025-09-01T00:00:00+0000
823.0,837.0,807.0,811.0,217627.0,,,811.0,,,1.0,0.0,FEVR.L,XLON,2025-08-29T00:00:00+0000
0.0,0.0,0.0,824.0,32295.0,,,824.0,,,1.0,0.0,FEVR.L,XLON,2025-08-27T00:00:00+0000
0.0,0.0,0.0,830.0,636.0,,,830.0,,,1.0,0.0,FEVR.L,XLON,2025-08-26T00:00:00+0000
844.0,852.0,837.0,842.0,293829.0,,,842.0,,,1.0,0.0,FEVR.L,XLON,2025-08-22T00:00:00+0000
866.0,866.0,832.0,844.0,466598.0,,,844.0,,,1.0,0.0,FEVR.L,XLON,2025-08-21T00:00:00+0000
0.0,0.0,0.0,850.0,3400.0,,,850.0,,,1.0,0.0,FEVR.L,XLON,2025-08-20T00:00:00+0000
0.0,0.0,0.0,943.0,2.0,,,943.0,,,1.0,0.0,FEVR.L,XLON,2025-08-19T00:00:00+0000
950.0,950.0,925.0,930.0,572647.0,,,930.0,,,1.0,0.0,FEVR.L,XLON,2025-08-15T00:00:00+0000
0.0,0.0,0.0,938.0,60841.0,,,938.0,,,1.0,0.0,FEVR.L,XLON,2025-08-13T00:00:00+0000
0.0,0.0,0.0,947.0,1.0,,,947.0,,,1.0,0.0,FEVR.L,XLON,2025-08-12T00:00:00+0000
0.0,0.0,0.0,951.0,23789.0,,,951.0,,,1.0,0.0,FEVR.L,XLON,2025-08-11T00:00:00+0000
940.0,979.0,940.0,947.0,310990.0,,,947.0,,,1.0,0.0,FEVR.L,XLON,2025-08-08T00:00:00+0000
0.0,0.0,0.0,964.0,10.0,,,964.0,,,1.0,0.0,FEVR.L,XLON,2025-08-07T00:00:00+0000
0.0,0.0,0.0,944.0,36952.0,,,944.0,,,1.0,0.0,FEVR.L,XLON,2025-08-06T00:00:00+0000
0.0,0.0,0.0,947.0,24989.0,,,947.0,,,1.0,0.0,FEVR.L,XLON,2025-08-05T00:00:00+0000
0.0,0.0,0.0,938.0,10000.0,,,938.0,,,1.0,0.0,FEVR.L,XLON,2025-08-04T00:00:00+0000
948.0,968.0,947.0,948.0,241839.0,,,948.0,,,1.0,0.0,FEVR.L,XLON,2025-08-01T00:00:00+0000
0.0,0.0,0.0,953.0,50000.0,,,953.0,,,1.0,0.0,FEVR.L,XLON,2025-07-31T00:00:00+0000
0.0,0.0,0.0,957.0,24189.0,,,957.0,,,1.0,0.0,FEVR.L,XLON,2025-07-30T00:00:00+0000
0.0,0.0,0.0,959.0,4.0,,,959.0,,,1.0,0.0,FEVR.L,XLON,2025-07-29T00:00:00+0000
0.0,0.0,0.0,977.0,8000.0,,,977.0,,,1.0,0.0,FEVR.L,XLON,2025-07-28T00:00:00+0000
922.0,930.242,911.0,920.3411,358206.0,,,920.3411,,,1.0,0.0,FEVR.L,XLON,2025-06-20T00:00:00+0000
,,,916.0,33727.0,,,916.0,,,1.0,0.0,FEVR.L,XLON,2025-06-19T00:00:00+0000
,,,926.0,41973.0,,,926.0,,,1.0,0.0,FEVR.L,XLON,2025-06-18T00:00:00+0000
,,,896.0,4.0,,,896.0,,,1.0,0.0,FEVR.L,XLON,2025-06-16T00:00:00+0000
870.0,889.0,848.0,881.0,150354.0,,,881.0,,,1.0,0.0,FEVR.L,XLON,2025-06-06T00:00:00+0000
,,,872.0,53458.0,,,872.0,,,1.0,0.0,FEVR.L,XLON,2025-06-05T00:00:00+0000
,,,884.0,39606.0,,,884.0,,,1.0,0.0,FEVR.L,XLON,2025-06-04T00:00:00+0000
863.0,890.0,850.0,880.0,414195.0,,,880.0,,,1.0,0.0,FEVR.L,XLON,2025-06-03T00:00:00+0000
,,,869.0,47951.0,,,869.0,,,1.0,0.0,FEVR.L,XLON,2025-06-02T00:00:00+0000
,886.0,866.0,883.0,349274.0,,,883.0,,,1.0,0.0,FEVR.L,XLON,2025-05-30T00:00:00+0000
869.0,878.0,861.0,873.0,194164.0,,,873.0,,,1.0,0.0,FEVR.L,XLON,2025-05-29T00:00:00+0000
,,,863.0,66329.0,,,863.0,,,1.0,0.0,FEVR.L,XLON,2025-05-28T00:00:00+0000
890.0,890.0,855.0,880.0,237489.0,,,880.0,,,1.0,0.0,FEVR.L,XLON,2025-05-27T00:00:00+0000
880.0,885.0,844.0,857.0,514869.0,,,857.0,,,1.0,0.0,FEVR.L,XLON,2025-05-23T00:00:00+0000
880.0,905.0,871.0,876.0,830558.0,,,876.0,,,1.0,0.0,FEVR.L,XLON,2025-05-22T00:00:00+0000
840.0,888.0,840.0,884.0,342784.0,,,884.0,,,1.0,0.0,FEVR.L,XLON,2025-05-21T00:00:00+0000
859.0,887.0,840.0,878.0,316554.0,,,878.0,,,1.0,0.0,FEVR.L,XLON,2025-05-20T00:00:00+0000
830.0,878.0,830.0,855.0,205152.0,,,855.0,,,1.0,0.0,FEVR.L,XLON,2025-05-19T00:00:00+0000
880.0,887.0,852.0,863.0,523506.0,,,863.0,,,1.0,0.0,FEVR.L,XLON,2025-05-16T00:00:00+0000
804.0,829.0,804.0,828.0,155773.0,,,828.0,,,1.0,0.0,FEVR.L,XLON,2025-05-08T00:00:00+0000
830.0,830.0,802.0,810.0,249748.0,,,810.0,,,1.0,0.0,FEVR.L,XLON,2025-05-07T00:00:00+0000
822.0,835.0,805.0,809.0,341047.0,,,809.0,,,1.0,0.0,FEVR.L,XLON,2025-05-06T00:00:00+0000
810.0,830.0,810.0,822.0,344387.0,,,822.0,,,1.0,0.0,FEVR.L,XLON,2025-05-02T00:00:00+0000
795.0,820.0,790.0,812.0,234962.0,,,812.0,,,1.0,0.0,FEVR.L,XLON,2025-05-01T00:00:00+0000
783.0,824.0,757.0,795.0,626538.0,,,795.0,,,1.0,0.0,FEVR.L,XLON,2025-04-30T00:00:00+0000
773.0,782.0,757.0,777.0,928857.0,,,777.0,,,1.0,0.0,FEVR.L,XLON,2025-04-29T00:00:00+0000
762.0,774.0,752.0,768.0,599333.0,,,768.0,,,1.0,0.0,FEVR.L,XLON,2025-04-28T00:00:00+0000
800.0,800.0,749.0,766.0,274870.0,,,766.0,,,1.0,0.0,FEVR.L,XLON,2025-04-25T00:00:00+0000
784.0,790.0,761.0,771.0,872712.0,,,771.0,,,1.0,0.0,FEVR.L,XLON,2025-04-24T00:00:00+0000
789.0,794.0,777.0,787.0,653162.0,,,787.0,,,1.0,0.0,FEVR.L,XLON,2025-04-23T00:00:00+0000
776.0,790.0,761.0,777.0,479747.0,,,777.0,,,1.0,0.0,FEVR.L,XLON,2025-04-22T00:00:00+0000
781.0,800.0,777.0,789.0,394358.0,,,789.0,,,1.0,0.0,FEVR.L,XLON,2025-04-17T00:00:00+0000
780.0,790.0,773.0,782.0,447350.0,,,782.0,,,1.0,0.0,FEVR.L,XLON,2025-04-16T00:00:00+0000
785.0,796.0,781.0,787.0,377452.0,,,787.0,,,1.0,0.0,FEVR.L,XLON,2025-04-15T00:00:00+0000
789.0,792.0,773.0,784.0,365017.0,,,784.0,,,1.0,0.0,FEVR.L,XLON,2025-04-14T00:00:00+0000
766.0,773.0,751.844,773.0,685691.0,,,773.0,,,1.0,0.0,FEVR.L,XLON,2025-04-11T00:00:00+0000
770.0,789.0,757.0,758.0,625316.0,,,758.0,,,1.0,0.0,FEVR.L,XLON,2025-04-10T00:00:00+0000
720.0,747.45,720.0,732.0,434809.0,,,732.0,,,1.0,0.0,FEVR.L,XLON,2025-04-09T00:00:00+0000
745.0,762.0,730.22,754.0,1121133.0,,,754.0,,,1.0,0.0,FEVR.L,XLON,2025-04-08T00:00:00+0000
710.0,774.093,691.0,735.0,612825.0,,,735.0,,,1.0,0.0,FEVR.L,XLON,2025-04-07T00:00:00+0000
770.0,802.0,746.0,749.0,515721.0,,,749.0,,,1.0,0.0,FEVR.L,XLON,2025-04-04T00:00:00+0000
780.0,802.0,763.0,778.0,637579.0,,,778.0,,,1.0,0.0,FEVR.L,XLON,2025-04-03T00:00:00+0000
787.0,816.0,783.0,810.0,647108.0,,,810.0,,,1.0,0.0,FEVR.L,XLON,2025-04-02T00:00:00+0000
808.0,824.0,789.0,789.0,612184.0,,,789.0,,,1.0,0.0,FEVR.L,XLON,2025-04-01T00:00:00+0000
826.5,841.9,801.5,811.5,637420.0,,,811.5,,,1.0,0.0,FEVR.L,XLON,2025-03-31T00:00:00+0000
796.5,841.0,781.0,841.0,734546.0,,,841.0,,,1.0,0.0,FEVR.L,XLON,2025-03-28T00:00:00+0000
783.0,817.0,782.24,792.0,344830.0,,,792.0,,,1.0,0.0,FEVR.L,XLON,2025-03-27T00:00:00+0000
760.0,830.0,748.0,788.0,717172.0,,,788.0,,,1.0,0.0,FEVR.L,XLON,2025-03-26T00:00:00+0000
760.0,813.5,749.5,778.0,809097.0,,,778.0,,,1.0,0.0,FEVR.L,XLON,2025-03-25T00:00:00+0000
731.0,756.0,727.0,745.0,644476.0,,,745.0,,,1.0,0.0,FEVR.L,XLON,2025-03-24T00:00:00+0000
742.0,746.0,726.0,736.0,396167.0,,,736.0,,,1.0,0.0,FEVR.L,XLON,2025-03-21T00:00:00+0000
754.5,754.5,725.0,742.0,248150.0,,,742.0,,,1.0,0.0,FEVR.L,XLON,2025-03-20T00:00:00+0000
711.5,748.5,711.5,730.0,299277.0,,,730.0,,,1.0,0.0,FEVR.L,XLON,2025-03-19T00:00:00+0000
701.5,750.0,701.5,748.0,1511364.0,,,748.0,,,1.0,0.0,FEVR.L,XLON,2025-03-18T00:00:00+0000
704.5,720.5,690.0,698.0,513630.0,,,698.0,,,1.0,0.0,FEVR.L,XLON,2025-03-17T00:00:00+0000
713.5,715.0,687.0,705.5,489297.0,,,705.5,,,1.0,0.0,FEVR.L,XLON,2025-03-14T00:00:00+0000
705.0,734.5,692.5,693.5,427403.0,,,693.5,,,1.0,0.0,FEVR.L,XLON,2025-03-13T00:00:00+0000
710.0,736.5,709.251,725.0,458883.0,,,725.0,,,1.0,0.0,FEVR.L,XLON,2025-03-12T00:00:00+0000
730.0,740.0,705.5,709.5,396961.0,,,709.5,,,1.0,0.0,FEVR.L,XLON,2025-03-11T00:00:00+0000
714.0,740.0,691.5,734.0,527815.0,,,734.0,,,1.0,0.0,FEVR.L,XLON,2025-03-10T00:00:00+0000
743.5,743.5,691.0,709.5,559152.0,,,709.5,,,1.0,0.0,FEVR.L,XLON,2025-03-07T00:00:00+0000
760.0,760.0,736.5,744.0,527507.0,,,744.0,,,1.0,0.0,FEVR.L,XLON,2025-03-06T00:00:00+0000
734.5,752.5,723.5,748.5,472227.0,,,748.5,,,1.0,0.0,FEVR.L,XLON,2025-03-05T00:00:00+0000
698.0,732.0,696.0,725.0,497690.0,,,725.0,,,1.0,0.0,FEVR.L,XLON,2025-03-04T00:00:00+0000
677.0,712.5,674.0,708.5,529057.0,,,708.5,,,1.0,0.0,FEVR.L,XLON,2025-03-03T00:00:00+0000
676.0,694.0,671.0,671.5,554931.0,,,671.5,,,1.0,0.0,FEVR.L,XLON,2025-02-28T00:00:00+0000
701.5,728.0,684.0,684.0,401608.0,,,684.0,,,1.0,0.0,FEVR.L,XLON,2025-02-27T00:00:00+0000
730.0,730.0,705.0,705.0,1221750.0,,,705.0,,,1.0,0.0,FEVR.L,XLON,2025-02-26T00:00:00+0000
704.0,722.0,704.0,708.0,420265.0,,,708.0,,,1.0,0.0,FEVR.L,XLON,2025-02-25T00:00:00+0000
748.5,748.5,712.0,715.0,669515.0,,,715.0,,,1.0,0.0,FEVR.L,XLON,2025-02-24T00:00:00+0000
711.0,722.0,707.5,713.0,319990.0,,,713.0,,,1.0,0.0,FEVR.L,XLON,2025-02-21T00:00:00+0000
713.0,732.1,702.5,708.0,464542.0,,,708.0,,,1.0,0.0,FEVR.L,XLON,2025-02-20T00:00:00+0000
742.0,747.5,712.5,712.5,708990.0,,,712.5,,,1.0,0.0,FEVR.L,XLON,2025-02-19T00:00:00+0000
718.0,771.5,718.0,744.5,599775.0,,,744.5,,,1.0,0.0,FEVR.L,XLON,2025-02-18T00:00:00+0000
737.5,752.0,725.5,748.0,546950.0,,,748.0,,,1.0,0.0,FEVR.L,XLON,2025-02-17T00:00:00+0000
710.0,739.328,706.0,734.5,276736.0,,,734.5,,,1.0,0.0,FEVR.L,XLON,2025-02-14T00:00:00+0000
708.5,720.0,704.0,711.0,478651.0,,,711.0,,,1.0,0.0,FEVR.L,XLON,2025-02-13T00:00:00+0000
706.0,718.5,706.0,711.5,246283.0,,,711.5,,,1.0,0.0,FEVR.L,XLON,2025-02-12T00:00:00+0000
708.5,716.5,704.927,709.0,404330.0,,,709.0,,,1.0,0.0,FEVR.L,XLON,2025-02-11T00:00:00+0000
704.5,717.5,691.0,708.5,499761.0,,,708.5,,,1.0,0.0,FEVR.L,XLON,2025-02-10T00:00:00+0000
735.0,744.0,715.5,718.0,445391.0,,,718.0,,,1.0,0.0,FEVR.L,XLON,2025-02-07T00:00:00+0000
740.5,748.5,726.5,732.0,503380.0,,,732.0,,,1.0,0.0,FEVR.L,XLON,2025-02-06T00:00:00+0000
732.0,750.0,723.5,731.0,418540.0,,,731.0,,,1.0,0.0,FEVR.L,XLON,2025-02-05T00:00:00+0000
750.0,772.5,737.5,739.0,722615.0,,,739.0,,,1.0,0.0,FEVR.L,XLON,2025-02-04T00:00:00+0000
777.0,801.5,763.5,773.5,622840.0,,,773.5,,,1.0,0.0,FEVR.L,XLON,2025-02-03T00:00:00+0000
792.0,811.5,778.0,800.0,1091766.0,,,800.0,,,1.0,0.0,FEVR.L,XLON,2025-01-31T00:00:00+0000
748.0,818.487,731.5,791.0,2158777.0,,,791.0,,,1.0,0.0,FEVR.L,XLON,2025-01-30T00:00:00+0000
652.0,666.361,649.5,658.0,212768.0,,,658.0,,,1.0,0.0,FEVR.L,XLON,2025-01-29T00:00:00+0000
655.0,673.0,645.5,654.0,596973.0,,,654.0,,,1.0,0.0,FEVR.L,XLON,2025-01-28T00:00:00+0000
644.0,654.0,635.0,644.5,483509.0,,,644.5,,,1.0,0.0,FEVR.L,XLON,2025-01-27T00:00:00+0000
678.0,680.5,644.5,644.5,433684.0,,,644.5,,,1.0,0.0,FEVR.L,XLON,2025-01-24T00:00:00+0000
657.0,675.0,652.5,671.5,624109.0,,,671.5,,,1.0,0.0,FEVR.L,XLON,2025-01-23T00:00:00+0000
653.5,672.5,652.0,657.5,362266.0,,,657.5,,,1.0,0.0,FEVR.L,XLON,2025-01-22T00:00:00+0000
667.0,693.0,651.0,659.5,461006.0,,,659.5,,,1.0,0.0,FEVR.L,XLON,2025-01-21T00:00:00+0000
652.5,667.35,651.25,661.0,314639.0,,,661.0,,,1.0,0.0,FEVR.L,XLON,2025-01-20T00:00:00+0000
656.5,665.5,649.0,650.5,147102.0,,,650.5,,,1.0,0.0,FEVR.L,XLON,2025-01-17T00:00:00+0000
666.0,666.0,634.607,654.0,764565.0,,,654.0,,,1.0,0.0,FEVR.L,XLON,2025-01-16T00:00:00+0000
612.0,640.703,612.0,637.5,475670.0,,,637.5,,,1.0,0.0,FEVR.L,XLON,2025-01-15T00:00:00+0000
662.5,662.5,608.5,611.5,528657.0,,,611.5,,,1.0,0.0,FEVR.L,XLON,2025-01-14T00:00:00+0000
630.0,655.5,625.5,631.0,376364.0,,,631.0,,,1.0,0.0,FEVR.L,XLON,2025-01-13T00:00:00+0000
652.5,661.0,633.5,636.0,542205.0,,,636.0,,,1.0,0.0,FEVR.L,XLON,2025-01-10T00:00:00+0000
655.5,667.5,642.0,661.0,269423.0,,,661.0,,,1.0,0.0,FEVR.L,XLON,2025-01-09T00:00:00+0000
668.0,668.0,640.5,655.5,410833.0,,,655.5,,,1.0,0.0,FEVR.L,XLON,2025-01-08T00:00:00+0000
662.0,668.5,653.908,661.5,353362.0,,,661.5,,,1.0,0.0,FEVR.L,XLON,2025-01-07T00:00:00+0000
654.5,680.5,649.5,660.5,316967.0,,,660.5,,,1.0,0.0,FEVR.L,XLON,2025-01-06T00:00:00+0000
656.0,692.5,652.0,654.5,192291.0,,,654.5,,,1.0,0.0,FEVR.L,XLON,2025-01-03T00:00:00+0000
691.0,699.5,660.0,671.5,720019.0,,,671.5,,,1.0,0.0,FEVR.L,XLON,2025-01-02T00:00:00+0000
